Sample	Accession	bases_covered_1x	bases_covered_10x	Per_cov_1x	Per_cov_10x	Reads_mapped	Library_Size	Num_MM_reads	percent_MM	unique_reads	percent_mapped	Genome_Length	mean_depth_mapped	max_depth	median_depth	TPM	EffectiveLength	Salmon_TPM	Salmon_read_number	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KF039910.1	6616	5398	97.41	79.48	10265	1788512	5841	56.9020944958597	4424	0.57394079547691	6792	76.188	1008	24	10272.9412235753	4780.23	5141.388127	2184.439	6792	Human astrovirus 2 isolate Rus-Nsc05-430, complete genome	12701	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 2	Human astrovirus 2
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KF294380.2	11979	2712	41.65	9.43	918	1788512	0	0	918	0.0513275840475211	28763	7.595	65	4	216.941194336255	21722.982	207.411781	400.464	28763	Lucheng Rn rat coronavirus isolate Lucheng-19, complete genome	1508224	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Lucheng Rn rat coronavirus	unclassified Lucheng Rn rat coronavirus subspecies/strain	unclassified Lucheng Rn rat coronavirus strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KF306212.1	5479	2929	70.79	37.84	908	1788512	3	0.330396475770925	905	0.0507684600382888	7740	16.36	85	11	797.404008828015	5627.478	1316.053687	658.261	7740	Norovirus Hu/GI.2/Jingzhou/2013401/CHN, complete genome	1406147	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GI.2/Jingzhou/2013401/CHN	Norovirus Hu/GI.2/Jingzhou/2013401/CHN
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KF306214.1	4218	2054	55.46	27.01	4394	1788512	2899	65.9763313609467	1495	0.245679089656653	7605	42.605	455	9	3927.30256330274	5655.437	1092.274735	549.046	7605	Norovirus Hu/GII.4/Jingzhou/2013403/CHN, complete genome	1406149	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.4/Jingzhou/2013403/CHN	Norovirus Hu/GII.4/Jingzhou/2013403/CHN
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KF374704.1	3222	766	47.52	11.3	330	1788512	49	14.8484848484848	281	0.0184510923046644	6780	8.719	79	5	330.839817705047	5011.145	190.592524	84.889	6780	Feline astrovirus Viseu, complete genome	1413815	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Feline astrovirus 2	Feline astrovirus Viseu	Feline astrovirus Viseu
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KF499111.1	2539	396	37.37	5.83	238	1788512	98	41.1764705882353	140	0.0133071514197277	6795	5.905	27	4	238.078963338271	5060.456	118.906406	53.482	6795	Feline astrovirus 2 strain 1637F, complete genome	1389204	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Feline astrovirus 2	unclassified Feline astrovirus 2 subspecies/strain	unclassified Feline astrovirus 2 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KF999685.1	3896	251	63.37	4.08	181	1788512	0	0	181	0.0101201445671038	6148	4.617	23	4	200.114354750143	4429.302	364.140877	143.356	6148	Porcine parvovirus 6 isolate TJ, complete genome	1472911	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 4	Porcine parvovirus 6	Porcine parvovirus 6
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KJ196295.1	4154	825	55.07	10.94	393	1788512	47	11.9592875318066	346	0.0219735735628276	7543	8.583	118	4	354.145697141562	5545.318	261.003475	128.642	7543	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi, complete genome	1529923	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KJ206566.1	2136	352	75.32	12.41	120	1788512	0	0	120	0.00670948811078707	2836	5.601	19	4	287.613022700374	2006.856	349.142238	62.277	2836	Human circovirus VS6600022, complete genome	1525173	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Human circovirus VS6600022	unclassified Human circovirus VS6600022 subspecies/strain	unclassified Human circovirus VS6600022 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KJ417134.1	2973	2556	99.77	85.77	1159	1788512	0	0	1159	0.0648024726700184	2980	38.199	142	26	2643.63016506265	1973.425	3299.752803	578.779	2980	Porcine stool-associated circular virus 4 isolate CP2, complete genome	1475062	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Porcine stool-associated circular virus 4	unclassified Porcine stool-associated circular virus 4 subspecies/strain	unclassified Porcine stool-associated circular virus 4 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KJ541167.1	2146	397	29.11	5.39	224	1788512	0	0	224	0.0125243778068025	7371	10.356	103	4	206.564237386074	5160.814	126.548355	58.048	7371	Coxsackievirus A6 isolate 1232/SH/CHN/2010, complete genome	86107	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	Coxsackievirus A6	Coxsackievirus A6
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KM023140.1	7690	5023	96.15	62.8	1472	1788512	0	0	1472	0.082303054158988	7998	18.683	101	14	1251.00756820538	9489.125	703.370718	593.227	7998	Salivirus FHB, complete genome	1547495	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus FHB	unclassified Salivirus FHB subspecies/strain	unclassified Salivirus FHB strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KP298674.1	3986	1591	53.65	21.42	504	1788512	110	21.8253968253968	394	0.0281798500653057	7429	9.961	55	6	461.140965942751	5533.318	167.910935	82.58	7429	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome	1652048	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KP404149.1	2727	1061	41.21	16.03	371	1788512	0	0	371	0.0207435007425167	6617	13.553	121	7	381.106452461255	4560.012	573.38496	232.393	6617	Canine astrovirus strain Gillingham/2012/UK, complete genome	1157338	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Canine astrovirus	unclassified Canine astrovirus subspecies/strain	unclassified Canine astrovirus strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KP692114.1	890	0	12.47	0	34	1788512	0	0	34	0.00190102163138967	7137	3.848	6	4	32.3814839344973	4419.234	63.668186	25.008	7137	Human papillomavirus type 200 isolate HPV200, complete genome	1682339	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 2	human papillomavirus 200	human papillomavirus 200
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KP714074.1	906	0	9.26	0	28	1788512	0	0	28	0.00156554722585032	9786	3.098	9	2	19.4485105478841	7174.674	20.390001	13.003	9786	La Jolla virus putative polyprotein gene, complete cds	1654357	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	unclassified Iflaviridae genus	La Jolla virus	unclassified La Jolla virus subspecies/strain	unclassified La Jolla virus strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KR075943.1	1877	41	35.3	0.77	69	1788512	0	0	69	0.00385795566370256	5318	3.569	13	3	88.193034245487	3658.035	169.185537	55.007	5318	Rattus norvegicus polyomavirus 1 isolate 3690, complete genome	1679933	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus ranorvegicus	Rattus norvegicus polyomavirus 1	Rattus norvegicus polyomavirus 1
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KR816182.1	1455	0	19.22	0	41	1788512	0	0	41	0.00229240843785225	7569	2.828	8	3	36.8195840792583	5763.313	72.230191	37	7569	Human papillomavirus type 195 isolate ACS380, complete genome	1851220	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 195	Human papillomavirus type 195
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KR816183.1	2057	0	27.43	0	55	1788512	0	0	55	0.00307518205077741	7500	2.603	7	2	49.846532534227	5340.722	82.610518	39.214	7500	Human papillomavirus type 196 isolate ACS058, complete genome	1851221	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 196	Human papillomavirus type 196
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KT327081.1	7427	7363	99.81	98.95	6123	1788512	58	0.947248081006043	6065	0.34235163085291	7441	80.957	503	38	5593.27898328192	5524.19	7821.761095	3840.466	7441	Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome	1807764	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/G1/Zhejiang1/China/2014	Sapovirus Hu/G1/Zhejiang1/China/2014
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KT454512.1	961	20	18.44	0.38	41	1788512	0	0	41	0.00229240843785225	5212	4.24	12	4	53.4703438019773	3482.81	83.991012	26	5212	Rat bocavirus strain HK1S, complete genome	1788315	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Rodent bocaparvovirus 1	Rat bocavirus	Rat bocavirus
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KT698166.1	1543	0	21.57	0	46	1788512	0	0	46	0.00257197044246838	7154	2.962	6	2	43.706136997251	4704.524	105.226771	44	7154	Human papillomavirus 157, complete genome	2259331	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	Human papillomavirus 157	Human papillomavirus 157
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KT779555.1	951	38	3.18	0.13	40	1788512	0	0	40	0.00223649603692902	29887	4.152	10	3	9.09727230767291	11049.44	32.592039	32.008	29887	Human coronavirus HKU1 isolate BJ01-p3, complete genome	290028	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	unclassified Human coronavirus HKU1 subspecies/strain	unclassified Human coronavirus HKU1 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KT945134.1	843	0	10.94	0	30	1788512	2	6.66666666666667	28	0.00167737202769677	7707	3.336	6	3	26.4587560781841	6294.952	35.972962	20.127	7707	Rattus norvegicus papillomavirus 3 isolate Rat_60S, complete genome	1756445	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Iotapapillomavirus	Iotapapillomavirus 1	Rattus norvegicus papillomavirus 3	Rattus norvegicus papillomavirus 3
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KU298928.1	981	0	12.55	0	22	1788512	0	0	22	0.00123007282031096	7816	2.247	5	2	19.132497134427	4831.465	7.330889	3.148	7816	Human papillomavirus 66 isolate 118A.66, complete genome	37119	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 6	human papillomavirus 66	human papillomavirus 66
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KU727766.1	5160	4871	99.88	94.29	1442	1788512	0	0	1442	0.0806256821312913	5166	27.746	81	26	1897.33660422224	3407.285	3286.680333	995.352	5166	Parus major densovirus isolate PmDNV-JL, complete genome	1907771	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parus major densovirus	unclassified Parus major densovirus subspecies/strain	unclassified Parus major densovirus strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KU870455.1	1012	193	13.38	2.55	76	1788512	23	30.2631578947368	53	0.00424934247016514	7563	5.182	26	2	68.3050822653575	5397.053	81.399831	39.047	7563	Norovirus GII.6 isolate NHBGR59, complete genome	499193	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.6	Norovirus GII.6
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KX079488.1	3415	998	45.47	13.29	492	1788512	75	15.2439024390244	417	0.027508901254227	7510	12.637	111	5	445.306149500782	5440.408	379.643579	183.577	7510	Norovirus GII.21 strain NoV/Kor/JW, complete genome	1073050	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.21	Norovirus GII.21
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KX121164.1	1523	0	3.63	0	38	1788512	0	0	38	0.00212467123508257	41981	2.508	6	2	6.15268022644647	33891.318	11.28703	34	41981	Pigeon adenovirus 2 isolate YPDS-Y-V1.A19.11-2013, complete genome	1907767	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus B	Pigeon adenovirus 2	Pigeon adenovirus 2
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KX384958.1	10966	367	31.11	1.04	537	1788512	250	46.5549348230913	287	0.0300249592957721	35250	3.44	15	3	103.54966333029	33716.329	62.080116	186.039	35250	Human adenovirus B3 strain T382/Ft Jackson South Carolina USA/2002, complete genome	45659	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	Human adenovirus B3	Human adenovirus B3
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KX396056.1	1879	1078	24.24	13.9	415	1788512	105	25.3012048192771	310	0.0232036463831386	7753	17.361	95	12	363.841170016959	5676.919	170.950446	86.257	7753	Primate norovirus strain SimianNoV-nj, complete genome	1903318	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Primate norovirus	unclassified Primate norovirus subspecies/strain	unclassified Primate norovirus strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KX431437.1	3348	249	44.27	3.29	143	1788512	0	0	143	0.00799547333202126	7563	4.289	17	3	128.521404788765	5586.455	125.185486	62.159	7563	Sapporo virus isolate Hu/GV/0003/Sollentuna/2016/SWE, complete genome	95342	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	unclassified Sapporo virus subspecies/strain	unclassified Sapporo virus strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KX783423.1	4373	1596	48.93	17.86	484	1788512	42	8.67768595041322	442	0.0270616020468412	8938	9.981	58	7	368.076879308457	7165.021	23.554966	15.001	8938	Rosavirus B strain RNCW0602091R polyprotein gene, complete cds	1902501	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rosavirus	Rosavirus B	unclassified Rosavirus B subspecies/strain	unclassified Rosavirus B strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KX868289.2	33596	25567	99.76	75.92	6568	1788512	337	5.13093788063337	6231	0.367232649263746	33676	18.705	273	16	1325.70278948916	27518.81	1301.003408	3182.137	33676	Human adenovirus 12 isolate GyK010, complete genome	28282	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 12	Human adenovirus 12
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KX894315.1	2260	52	30.34	0.7	68	1788512	0	0	68	0.00380204326277934	7450	3.012	12	2	62.0420539169147	5671.961	35.732333	18.014	7450	Sapovirus GII.8 isolate Hu/GII.8/Miaoli/05-099-515478/2014/TW polyprotein and minor structural protein genes, complete cds	1697440	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.8	Sapovirus GII.8
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KY040274.1	4393	264	2.29	0.14	1752	1788512	1616	92.2374429223744	136	0.0979585264174912	192183	7.407	210	2	61.9658854983147	383198.839	4.559392	155.289	192183	Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome	10281	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 2	Molluscum contagiosum virus subtype 2
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KY040275.1	4110	185	2.18	0.1	361	1788512	238	65.9279778393352	123	0.0201843767332844	188253	3.269	23	2	13.0346334537631	353298.487	3.207381	100.717	188253	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KY316160.1	34169	34130	100	99.89	760800	1788512	53502	7.03233438485804	707298	42.53815462239	34169	2099.985	14530	1656	151346.283920459	32991.16	123769.804094	362930.168	34169	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41	Human adenovirus 41
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KY489985.1	1766	484	33.96	9.31	143	1788512	0	0	143	0.00799547333202126	5200	8.128	45	5	186.924497003351	3722.141	142.278778	47.07	5200	Porcine bocavirus 1 isolate JOA_011, complete genome	1048219	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 2	Porcine bocavirus 1	Porcine bocavirus 1
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KY490071.1	1178	0	0.5	0	53	1788512	0	0	53	0.00296335724893095	235397	4.416	9	4	1.53041238900127	329496.711	1.468279	43	235397	Human betaherpesvirus 5 strain HANChild1, complete genome	10359	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5	unclassified Human betaherpesvirus 5 subspecies/strain	unclassified Human betaherpesvirus 5 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	KY934262.1	6849	3636	88.06	46.75	1608	1788512	380	23.6318407960199	1228	0.0899071406845467	7778	18.46	197	10	1405.24365310731	5577.651	1029.533442	510.391	7778	Norovirus GI isolate 0304-19, complete genome	122928	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI	Norovirus GI
VML1_Vienna_S152725_trimmed_host_filtered_mapped	L13745.1	6101	4989	89.35	73.07	10914	1788512	3276	30.0164925783397	7638	0.610227943676084	6828	129.121	2054	37	10864.8557293209	4796.601	8555.376162	3647.401	6828	Human astrovirus serotype 2, complete sequence of genomic RNA	1868658	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Human astrovirus	unclassified Human astrovirus subspecies/strain	unclassified Human astrovirus strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	L19443.1	34214	34214	100	100	160634	1788512	27220	16.9453540346377	133414	8.98143260990142	34214	401.542	3211	274	31912.964551073	33604.73	22678.945217	67738.262	34214	Human adenovirus F, complete genome	130309	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	unclassified Human mastadenovirus F subspecies/strain	unclassified Human mastadenovirus F strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	LC190463.1	2220	343	29.81	4.61	169	1788512	59	34.9112426035503	110	0.00944919575602512	7448	5.045	27	3	154.234156789212	5889.216	36.798401	19.262	7448	Sapovirus Hu/GII/JP/2010/Kashiwa1 genomic RNA, complete genome, strain: Kashiwa 1	1907585	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GII/JP/2010/Kashiwa1	Sapovirus Hu/GII/JP/2010/Kashiwa1
VML1_Vienna_S152725_trimmed_host_filtered_mapped	LC209451.1	3755	1005	49.75	13.31	1847	1788512	1190	64.4288034650785	657	0.103270204505198	7548	22.93	521	4	1663.29212297148	5428.799	916.47311	442.216	7548	Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18 RNA, nearly complete genome	1934277	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18	Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18
VML1_Vienna_S152725_trimmed_host_filtered_mapped	LC380411.1	1338	101	17.98	1.36	75	1788512	29	38.6666666666667	46	0.00419343006924192	7443	3.764	22	2	68.493091863014	5162.978	40.961141	18.797	7443	Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN genomic RNA, complete genome	2169442	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN	Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN
VML1_Vienna_S152725_trimmed_host_filtered_mapped	LN827554.1	26779	1243	16.16	0.75	1560	1788512	1109	71.0897435897436	451	0.0872233454402319	165750	3.502	43	2	63.9741594022165	194043.74	31.368004	541	165750	Human herpesvirus 4 genome assembly AFB1b, segment : I	10376	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	unclassified Human gammaherpesvirus 4 subspecies/strain	unclassified Human gammaherpesvirus 4 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	LN854563.1	4336	962	56.33	12.5	702	1788512	147	20.9401709401709	555	0.0392505054481043	7697	13.142	188	4	619.939276914749	5393.489	464.56161	222.702	7697	Norovirus GI/Hu/NL/2011/GI.4/Groningen, complete genome	1665644	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI/Hu/NL/2011/GI.4/Groningen	Norovirus GI/Hu/NL/2011/GI.4/Groningen
VML1_Vienna_S152725_trimmed_host_filtered_mapped	LN854568.1	6514	3863	86.28	51.17	2394	1788512	155	6.47451963241437	2239	0.133854287810202	7550	34.493	200	14	2155.31485045646	5535.044	1135.529491	558.638	7550	Norovirus GII/Hu/NL/2014/GII.6/Groningen, complete genome	1665649	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/NL/2014/GII.6/Groningen	Norovirus GII/Hu/NL/2014/GII.6/Groningen
VML1_Vienna_S152725_trimmed_host_filtered_mapped	LT594108.1	3022	318	2	0.21	224	1788512	165	73.6607142857143	59	0.0125243778068025	151216	4.445	25	3	10.0689410761609	333485.417	2.800239	83.001	151216	Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite	10298	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	unclassified Human alphaherpesvirus 1 subspecies/strain	unclassified Human alphaherpesvirus 1 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	M12737.1	6506	2288	85	29.89	559	1788512	8	1.43112701252236	551	0.0312550321160831	7654	8.407	39	7	496.428694799503	6027.494	670.564835	359.243	7654	Human papillomavirus type 8, complete genome	10579	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 8	Human papillomavirus type 8
VML1_Vienna_S152725_trimmed_host_filtered_mapped	M17463.1	5647	1018	72.9	13.14	348	1788512	3	0.862068965517241	345	0.0194575155212825	7746	6.115	28	5	305.376264381223	6172.345	329.779364	180.919	7746	Human papillomoavirus type 5, complete genome	333923	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 5	Human papillomavirus 5
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF118167.1	3529	2839	89.91	72.33	10565	1788512	0	0	10565	0.590714515753878	3925	298.35	3539	48	18296.3039799922	1307.552	55971.961257	6504.894	3925	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF352424.1	2654	196	31.53	2.33	144	1788512	42	29.1666666666667	102	0.00805138573294448	8417	3.953	18	3	116.289014952348	6291.07	57.537257	32.172	8417	Cardiovirus C3 strain Wencheng-Rn416 polyprotein gene, complete cds	2849595	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus	Cardiovirus C	cardiovirus C3	cardiovirus C3
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588677.1	1629	13	21.58	0.17	52	1788512	0	0	52	0.00290744484800773	7550	3.196	12	3	46.8155272446684	5472.778	8.223633	4	7550	Betapapillomavirus 1 isolate Beta01_HIVGc36, complete genome	337051	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	unclassified Betapapillomavirus 1 subspecies/strain	unclassified Betapapillomavirus 1 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588683.1	1132	0	15.2	0	34	1788512	0	0	34	0.00190102163138967	7449	2.993	6	3	31.0251914136807	4872.486	9.236845	4	7449	Betapapillomavirus 2 isolate Beta02_m292c88, complete genome	333924	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	unclassified Betapapillomavirus 2 subspecies/strain	unclassified Betapapillomavirus 2 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588698.1	1358	0	18.55	0	32	1788512	0	0	32	0.00178919682954322	7319	2.372	8	2	29.7188334427567	4748.877	9.477126	4	7319	Gammapapillomavirus 7 isolate Gamma07_EV03c05, complete genome	1175849	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	unclassified Gammapapillomavirus 7 subspecies/strain	unclassified Gammapapillomavirus 7 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588706.1	800	21	11.02	0.29	34	1788512	0	0	34	0.00190102163138967	7262	4.215	10	4	31.8241050455119	4636.602	9.706624	4	7262	Gammapapillomavirus 8 isolate Gamma08_TVMBSGc529, complete genome	1175850	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	unclassified Gammapapillomavirus 8 subspecies/strain	unclassified Gammapapillomavirus 8 strain
