Sample	Accession	bases_covered_1x	bases_covered_10x	Per_cov_1x	Per_cov_10x	Reads_mapped	Library_Size	Num_MM_reads	percent_MM	unique_reads	percent_mapped	Genome_Length	mean_depth_mapped	max_depth	median_depth	TPM	EffectiveLength	Salmon_TPM	Salmon_read_number	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	Sampleshort	Experiment	Replicate	Replicate2	WWTP	Method
4821	VDC3_HybCap	KR816182.1	1072	0	14.16	0	24	1504913	0	0	24	0.00159477657512428	7569	2.201	4	2	8.31301952045861	6157.645	4.224796	3	7569	Human papillomavirus type 195 isolate ACS380, complete genome	1851220	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 195	Human papillomavirus type 195	VML3	WWDv_002	R3	R3	WWTP I	VDC
4822	VDC3_HybCap	KT327081.1	7432	7430	99.88	99.85	37424	1504913	1210	3.23	36214	2.48678827281045	7441	484.709	2774	287	13185.7538387378	8363.712	9822.643631	9473.891	7441	Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome	1807764	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/G1/Zhejiang1/China/2014	Sapovirus Hu/G1/Zhejiang1/China/2014	VML3	WWDv_002	R3	R3	WWTP I	VDC
4823	VDC3_HybCap	KT945134.1	1197	0	15.53	0	36	1504913	1	2.78	35	0.00239216486268641	7707	2.901	9	2	12.2462523842645	8423.727	19.764997	19.2	7707	Rattus norvegicus papillomavirus 3 isolate Rat_60S, complete genome	1756445	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Iotapapillomavirus	Iotapapillomavirus 1	Rattus norvegicus papillomavirus 3	Rattus norvegicus papillomavirus 3	VML3	WWDv_002	R3	R3	WWTP I	VDC
4824	VDC3_HybCap	KU645789.1	1735	0	17.25	0	32	1504913	0	0	32	0.00212636876683237	10056	1.852	5	2	8.34277973353901	6481.706	9.365002	7	10056	Moku virus isolate Big Island, complete genome	1906245	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Moku virus	unclassified Moku virus subspecies/strain	unclassified Moku virus strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4825	VDC3_HybCap	KU727766.1	5113	4809	98.97	93.09	1650	1504913	0	0	1650	0.109640889539794	5166	31.693	105	29	837.366545990446	3930.107	1449.899146	657.118	5166	Parus major densovirus isolate PmDNV-JL, complete genome	1907771	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parus major densovirus	unclassified Parus major densovirus subspecies/strain	unclassified Parus major densovirus strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4826	VDC3_HybCap	KU870455.1	2530	216	33.45	2.86	170	1504913	78	45.88	92	0.011296334073797	7563	3.66	24	2	58.9306029769916	8441.397	42.582089	41.452	7563	Norovirus GII.6 isolate NHBGR59, complete genome	499193	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.6	Norovirus GII.6	VML3	WWDv_002	R3	R3	WWTP I	VDC
4827	VDC3_HybCap	KX384958.1	21325	930	60.5	2.64	935	1504913	308	32.94	627	0.0621298374058833	35250	3.518	21	3	69.5406191980832	41158.722	82.166862	389.995	35250	Human adenovirus B3 strain T382/Ft Jackson South Carolina USA/2002, complete genome	45659	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	Human adenovirus B3	Human adenovirus B3	VML3	WWDv_002	R3	R3	WWTP I	VDC
4828	VDC3_HybCap	KX396056.1	3059	808	39.46	10.42	435	1504913	145	33.33	290	0.0289053254241275	7753	9.447	82	2	147.097583013042	8429.252	57.382757	55.779	7753	Primate norovirus strain SimianNoV-nj, complete genome	1903318	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Primate norovirus	unclassified Primate norovirus subspecies/strain	unclassified Primate norovirus strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4829	VDC3_HybCap	KX431437.1	4603	29	60.86	0.38	137	1504913	1	0.73	136	0.00910351628300108	7563	2.887	11	2	47.4911329873403	8611.005	29.207048	29.003	7563	Sapporo virus isolate Hu/GV/0003/Sollentuna/2016/SWE, complete genome	95342	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	unclassified Sapporo virus subspecies/strain	unclassified Sapporo virus strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4830	VDC3_HybCap	KX783423.1	3842	547	42.99	6.12	222	1504913	18	8.11	204	0.0147516833198996	8938	5.306	22	4	65.1176453278976	10353.292	5.862984	7	8938	Rosavirus B strain RNCW0602091R polyprotein gene, complete cds	1902501	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rosavirus	Rosavirus B	unclassified Rosavirus B subspecies/strain	unclassified Rosavirus B strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4831	VDC3_HybCap	KX868289.2	15782	576	46.86	1.71	639	1504913	75	11.74	564	0.0424609263126839	33676	3.583	95	2	49.7469456431316	33810.495	75.748047	295.341	33676	Human adenovirus 12 isolate GyK010, complete genome	28282	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 12	Human adenovirus 12	VML3	WWDv_002	R3	R3	WWTP I	VDC
4832	VDC3_HybCap	KY040274.1	4094	251	2.13	0.13	1373	1504913	1287	93.74	86	0.0912345099019013	192183	6.205	155	2	18.7301662656236	191660.807	1.614595	35.686	192183	Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome	10281	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 2	Molluscum contagiosum virus subtype 2	VML3	WWDv_002	R3	R3	WWTP I	VDC
4833	VDC3_HybCap	KY040275.1	6748	42	3.58	0.02	360	1504913	240	66.67	120	0.0239216486268641	188253	2.225	12	2	5.01356510257615	198269.806	2.594514	59.322	188253	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1	VML3	WWDv_002	R3	R3	WWTP I	VDC
4834	VDC3_HybCap	KY316160.1	34135	33822	99.9	98.98	141509	1504913	8742	6.18	132767	9.40313493205255	34169	391.175	2280	316	10857.7004782325	39757.162	14897.60422	68301.886	34169	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41	Human adenovirus 41	VML3	WWDv_002	R3	R3	WWTP I	VDC
4835	VDC3_HybCap	KY369878.1	1048	0	14.86	0	24	1504913	0	0	24	0.00159477657512428	7052	2.223	6	2	8.92246805875655	5980.098	14.500762	10	7052	Rhinovirus C43 strain SC174, complete genome	1219413	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus C	rhinovirus C43	rhinovirus C43	VML3	WWDv_002	R3	R3	WWTP I	VDC
4836	VDC3_HybCap	KY369902.1	1220	0	17.57	0	28	1504913	0	0	28	0.00186057267097832	6943	2.314	7	2	10.5729682954645	5461.779	11.113812	7	6943	Rhinovirus B70 strain SC1060, complete genome	185926	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	rhinovirus B70	rhinovirus B70	VML3	WWDv_002	R3	R3	WWTP I	VDC
4837	VDC3_HybCap	KY489985.1	812	88	15.62	1.69	36	1504913	0	0	36	0.00239216486268641	5200	4.298	15	3	18.1503590626013	4190.23	8.27792	4	5200	Porcine bocavirus 1 isolate JOA_011, complete genome	1048219	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 2	Porcine bocavirus 1	Porcine bocavirus 1	VML3	WWDv_002	R3	R3	WWTP I	VDC
4838	VDC3_HybCap	KY490071.1	4118	0	1.75	0	95	1504913	0	0	95	0.00631265727653359	235397	2.225	8	2	1.05805622191506	266969.343	1.494155	46	235397	Human betaherpesvirus 5 strain HANChild1, complete genome	10359	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5	unclassified Human betaherpesvirus 5 subspecies/strain	unclassified Human betaherpesvirus 5 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4839	VDC3_HybCap	KY523072.1	1566	10	25.57	0.16	41	1504913	0	0	41	0.00272440998250397	6125	2.609	12	2	17.5494628215265	6686.555	25.944248	20.005	6125	Pepper vein yellows virus 5 isolate Spain-Almeria 2-2013, complete genome	1965355	Viruses	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Pepper vein yellows virus 5	unclassified Pepper vein yellows virus 5 subspecies/strain	unclassified Pepper vein yellows virus 5 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4840	VDC3_HybCap	KY934262.1	7667	5806	98.57	74.65	2681	1504913	439	16.37	2242	0.178149833246174	7778	29.859	185	20	903.680558282397	8381.426	387.590896	374.621	7778	Norovirus GI isolate 0304-19, complete genome	122928	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI	Norovirus GI	VML3	WWDv_002	R3	R3	WWTP I	VDC
4841	VDC3_HybCap	L13745.1	5215	2342	76.38	34.3	2746	1504913	1078	39.26	1668	0.182469019803803	6828	33.752	474	8	1054.37010645177	6168.537	613.268746	436.248	6828	Human astrovirus serotype 2, complete sequence of genomic RNA	1868658	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Human astrovirus	unclassified Human astrovirus subspecies/strain	unclassified Human astrovirus strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4842	VDC3_HybCap	L19443.1	34147	29291	99.8	85.61	15673	1504913	4188	26.72	11485	1.04145555258012	34214	35.984	497	21	1200.97604900072	39250.524	1267.247143	5735.981	34214	Human adenovirus F, complete genome	130309	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	unclassified Human mastadenovirus F subspecies/strain	unclassified Human mastadenovirus F strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4843	VDC3_HybCap	LC088094.1	2707	301	9.55	1.06	106	1504913	12	11.32	94	0.00704359654013222	28359	3.403	19	2	9.7994345468476	17424.872	15.658034	31.464	28359	Bovine torovirus genomic RNA, complete genome, strain: BToV Ishikawa/2010	74501	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Torovirus	Bovine torovirus	unclassified Bovine torovirus subspecies/strain	unclassified Bovine torovirus strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4844	VDC3_HybCap	LC190463.1	3095	520	41.55	6.98	216	1504913	60	27.78	156	0.0143529891761185	7448	5.166	30	3	76.0326534308755	8910.032	14.955058	15.366	7448	Sapovirus Hu/GII/JP/2010/Kashiwa1 genomic RNA, complete genome, strain: Kashiwa 1	1907585	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GII/JP/2010/Kashiwa1	Sapovirus Hu/GII/JP/2010/Kashiwa1	VML3	WWDv_002	R3	R3	WWTP I	VDC
4845	VDC3_HybCap	LC209451.1	4644	1137	61.53	15.06	2779	1504913	1506	54.19	1273	0.184661837594599	7548	32.615	932	3	965.256465074777	8361.978	459.212615	442.816	7548	Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18 RNA, nearly complete genome	1934277	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18	Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18	VML3	WWDv_002	R3	R3	WWTP I	VDC
4846	VDC3_HybCap	LN827554.1	30448	273	18.37	0.16	1305	1504913	1050	80.46	255	0.0867159762723825	165750	2.356	16	2	20.6415848162917	202853.552	6.739668	157.66	165750	Human herpesvirus 4 genome assembly AFB1b, segment : I	10376	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	unclassified Human gammaherpesvirus 4 subspecies/strain	unclassified Human gammaherpesvirus 4 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4847	VDC3_HybCap	LN854563.1	5094	624	66.18	8.11	415	1504913	75	18.07	340	0.0275763449448573	7697	6.741	110	3	141.355487914099	7823.97	69.250994	62.482	7697	Norovirus GI/Hu/NL/2011/GI.4/Groningen, complete genome	1665644	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI/Hu/NL/2011/GI.4/Groningen	Norovirus GI/Hu/NL/2011/GI.4/Groningen	VML3	WWDv_002	R3	R3	WWTP I	VDC
4848	VDC3_HybCap	LN854568.1	7409	6141	98.13	81.34	9147	1504913	475	5.19	8672	0.60780922219424	7550	116.591	757	43	3176.27276893743	8771.082	1809.322673	1830.08	7550	Norovirus GII/Hu/NL/2014/GII.6/Groningen, complete genome	1665649	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/NL/2014/GII.6/Groningen	Norovirus GII/Hu/NL/2014/GII.6/Groningen	VML3	WWDv_002	R3	R3	WWTP I	VDC
4849	VDC3_HybCap	LT594108.1	3595	91	2.38	0.06	150	1504913	97	64.67	53	0.00996735359452673	151216	2.528	10	2	2.60063604175282	123493.353	4.353587	62	151216	Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite	10298	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	unclassified Human alphaherpesvirus 1 subspecies/strain	unclassified Human alphaherpesvirus 1 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4850	VDC3_HybCap	LT900503.1	2247	75	7.96	0.27	83	1504913	11	13.25	72	0.00551526898897146	28224	3.269	14	2	7.70984403681139	15594.669	5.865484	10.548	28224	Porcine torovirus isolate PToV_GER_L00926-K20_14-01_2014 genome assembly, complete genome: monopartite	237020	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Torovirus	Porcine torovirus	unclassified Porcine torovirus subspecies/strain	unclassified Porcine torovirus strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4851	VDC3_HybCap	M12737.1	6033	257	78.82	3.36	235	1504913	2	0.85	233	0.0156155206314252	7654	3.824	15	3	80.4943630581642	6725.269	120.864843	93.737	7654	Human papillomavirus type 8, complete genome	10579	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 8	Human papillomavirus type 8	VML3	WWDv_002	R3	R3	WWTP I	VDC
4852	VDC3_HybCap	M17463.1	6514	817	84.1	10.55	297	1504913	0	0	297	0.0197353601171629	7746	4.458	22	3	100.522902631758	6468.194	145.011953	108.165	7746	Human papillomoavirus type 5, complete genome	333923	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 5	Human papillomavirus 5	VML3	WWDv_002	R3	R3	WWTP I	VDC
4853	VDC3_HybCap	M19296.1	4599	1558	86.4	29.27	402	1504913	2	0.5	400	0.0267125076333316	5323	8.492	40	7	197.995650867628	2972.144	571.202954	195.777	5323	Canine parvovirus strain CPV-N, complete cds	10788	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Carnivore protoparvovirus 1	Canine parvovirus	Canine parvovirus	VML3	WWDv_002	R3	R3	WWTP I	VDC
4854	VDC3_HybCap	MF083115.1	1086	0	3.54	0	61	1504913	34	55.74	27	0.0040533904617742	30682	2.683	8	2	5.21233395499454	20432.781	7.016589	16.533	30682	Porcine hemagglutinating encephalomyelitis virus strain CC14, complete genome	42005	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1	Porcine hemagglutinating encephalomyelitis virus	Porcine hemagglutinating encephalomyelitis virus	VML3	WWDv_002	R3	R3	WWTP I	VDC
4855	VDC3_HybCap	MF118167.1	2919	2254	74.37	57.43	3419	1504913	0	0	3419	0.227189212931246	3925	115.716	1370	22	2283.73392570542	1193.555	8466.72119	1165.356	3925	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4856	VDC3_HybCap	MF352424.1	3273	468	38.89	5.56	191	1504913	57	29.84	134	0.0126917635770307	8417	4.478	19	3	59.4924841952649	8817.413	39.799639	40.469	8417	Cardiovirus C3 strain Wencheng-Rn416 polyprotein gene, complete cds	2849595	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus	Cardiovirus C	cardiovirus C3	cardiovirus C3	VML3	WWDv_002	R3	R3	WWTP I	VDC
4857	VDC3_HybCap	MF588698.1	1376	0	18.8	0	29	1504913	0	0	29	0.00192702169494183	7319	2.126	6	2	10.3880089365589	4799.893	10.840532	6	7319	Gammapapillomavirus 7 isolate Gamma07_EV03c05, complete genome	1175849	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	unclassified Gammapapillomavirus 7 subspecies/strain	unclassified Gammapapillomavirus 7 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4858	VDC3_HybCap	MF588704.1	1417	0	19.61	0	29	1504913	0	0	29	0.00192702169494183	7227	2.03	5	2	10.520248707164	4797.135	1.807662	1	7227	Gammapapillomavirus 8 isolate Gamma08_do1c232, complete genome	1175850	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	unclassified Gammapapillomavirus 8 subspecies/strain	unclassified Gammapapillomavirus 8 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4859	VDC3_HybCap	MF588730.1	984	0	13.49	0	24	1504913	0	0	24	0.00159477657512428	7292	2.449	8	2	8.62880482039923	4245.345	8.170453	4	7292	Gammapapillomavirus 18 isolate Gamma18_EV07c385, complete genome	1513263	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 18	unclassified Gammapapillomavirus 18 subspecies/strain	unclassified Gammapapillomavirus 18 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4860	VDC3_HybCap	MF588756.1	1446	0	20	0	30	1504913	0	0	30	0.00199347071890535	7230	2.077	4	2	10.8785001297288	4304.043	8.060998	4.001	7230	Gammapapillomavirus sp. isolate GammaiDysk6_wg1c05, complete genome	2049444	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus sp.	unclassified Gammapapillomavirus sp. subspecies/strain	unclassified Gammapapillomavirus sp. strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4861	VDC3_HybCap	MF588782.1	2386	0	57.47	0	60	1504913	2	3.33	58	0.00398694143781069	4152	2.346	8	2	37.8861059431305	2486.283	10.470722	3.002	4152	Gammapapillomavirus 22 isolate iGamma22_m090c255 E7 (E7), E1 (E1), E2 (E2), and E4 (E4) genes, complete cds	1961679	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 22	unclassified Gammapapillomavirus 22 subspecies/strain	unclassified Gammapapillomavirus 22 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4862	VDC3_HybCap	MF684776.1	6171	2786	90.71	40.95	1120	1504913	283	25.27	837	0.0744229068391329	6803	13.623	119	9	431.622042483667	6205.655	437.872058	313.354	6803	Human astrovirus 5 isolate 2013/Fuzhou/85, complete genome	35741	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 5	Human astrovirus 5	VML3	WWDv_002	R3	R3	WWTP I	VDC
4863	VDC3_HybCap	MF944258.1	7287	4714	97.37	62.99	1490	1504913	3	0.2	1487	0.0990090457056322	7484	20.177	127	14	521.961599623771	8812.545	201.469771	204.744	7484	Sapovirus sp. strain 20151018, complete genome	1906670	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapovirus sp.	unclassified Sapovirus sp. subspecies/strain	unclassified Sapovirus sp. strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4864	VDC3_HybCap	MF947441.1	7960	3439	96.56	41.72	877	1504913	42	4.79	835	0.0582757940159996	8244	10.366	44	8	278.899460446274	9529.86	115.049134	126.436	8244	Kobuvirus sp. strain 16317x87 polyprotein gene, complete cds	2094719	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus sp.	unclassified Kobuvirus sp. subspecies/strain	unclassified Kobuvirus sp. strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4865	VDC3_HybCap	MG012444.1	4267	93	57.02	1.24	168	1504913	30	17.86	138	0.0111634360258699	7483	3.325	17	3	58.8599108983641	8880.59	29.181231	29.885	7483	Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds	1398548	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.1	Sapovirus GII.1	VML3	WWDv_002	R3	R3	WWTP I	VDC
4866	VDC3_HybCap	MG012448.1	5848	2444	78.53	32.82	835	1504913	57	6.83	778	0.0554849350095321	7447	13.25	67	7	293.961994575798	8872.244	75.926515	77.683	7447	Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds	1697443	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.5	Sapovirus GII.5	VML3	WWDv_002	R3	R3	WWTP I	VDC
4867	VDC3_HybCap	MH355567.1	16193	399	45.98	1.13	723	1504913	329	45.5	394	0.0480426443256188	35217	3.062	17	2	53.8235084789826	41309.206	45.478094	216.646	35217	Human adenovirus 7 strain BJ/CHN/2018, complete genome	10519	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	Human adenovirus 7	Human adenovirus 7	VML3	WWDv_002	R3	R3	WWTP I	VDC
4868	VDC3_HybCap	MH752985.1	1375	48	19.33	0.67	37	1504913	0	0	37	0.00245861388664993	7115	2.676	14	2	13.6336733178906	5831.694	1.486977	1	7115	Rhinovirus C42 strain USA/CA/2016-23027, complete genome	1219407	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus C	rhinovirus C42	rhinovirus C42	VML3	WWDv_002	R3	R3	WWTP I	VDC
4869	VDC3_HybCap	MK050105.1	844	321	12.11	4.6	119	1504913	37	31.09	82	0.00790743385165787	6972	9.786	38	7	44.7482078629506	8472.912	8.211322	8.023	6972	Orthohepevirus C strain HEV 17/1683, complete genome	1678145	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Rocahepevirus	Rocahepevirus ratti	unclassified Rocahepevirus ratti subspecies/strain	unclassified Rocahepevirus ratti strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4870	VDC3_HybCap	MK073887.1	2716	347	35.31	4.51	734	1504913	266	36.24	468	0.0487735835892174	7691	18.53	392	2	250.206917429234	8124.893	104.741258	98.138	7691	Norovirus GI.3 isolate Hu/USA/2016/GI.Pd-GI.3/BayCity-0088 nonstructural polyprotein (ORF1), VP1 (ORF2), and VP2 (ORF3) genes, complete cds	647516	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI.3	Norovirus GI.3	VML3	WWDv_002	R3	R3	WWTP I	VDC
4871	VDC3_HybCap	MK089849.1	1780	267	24.55	3.68	151	1504913	0	0	151	0.0100338026184902	7251	8.32	80	2	54.5965381631443	8594.142	22.198627	22	7251	Orthohepevirus A isolate 14-16753, complete genome	1678143	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Paslahepevirus	Paslahepevirus balayani	unclassified Paslahepevirus balayani subspecies/strain	unclassified Paslahepevirus balayani strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4872	VDC3_HybCap	MK250985.1	5086	1212	68.34	16.29	737	1504913	387	52.51	350	0.048972930661108	7442	7.732	81	3	259.635388006186	7681.356	148.440569	131.49	7442	Sapovirus GI isolate BRA/TO-66, complete genome	515176	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GI	Sapovirus GI	VML3	WWDv_002	R3	R3	WWTP I	VDC
4873	VDC3_HybCap	MN116648.1	2986	0	34.2	0	92	1504913	26	28.26	66	0.00611331020464306	8731	2.193	9	2	27.6254844664238	9848.007	10.566666	12	8731	Rosavirus B strain rat08/rRoB/HUN, complete genome	1902501	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rosavirus	Rosavirus B	unclassified Rosavirus B subspecies/strain	unclassified Rosavirus B strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
4874	VDC3_HybCap	MN306034.1	3107	98	43.38	1.37	88	1504913	0	0	88	0.00584751410878901	7163	2.807	19	2	32.2087436480927	5550.491	35.933174	23	7163	Rhinovirus B14 strain SC0641, complete genome	12131	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	rhinovirus B14	rhinovirus B14	VML3	WWDv_002	R3	R3	WWTP I	VDC
4875	VDC3_HybCap	MN369037.1	1284	186	17.97	2.6	56	1504913	0	0	56	0.00372114534195664	7144	4.308	21	2	20.5509851274943	5179.642	11.811903	7.055	7144	Rhinovirus A41 strain SC9861, complete genome	185909	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A41	rhinovirus A41	VML3	WWDv_002	R3	R3	WWTP I	VDC
4876	VDC3_HybCap	NC_001356.1	4995	227	63.92	2.9	198	1504913	0	0	198	0.0131569067447753	7815	3.842	16	3	66.4235789111193	6053.116	123.747339	86.381	7815	Human papillomavirus - 1, complete genome	334203	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 1	unclassified Mupapillomavirus 1 subspecies/strain	unclassified Mupapillomavirus 1 strain	VML3	WWDv_002	R3	R3	WWTP I	VDC
